Institute Id,Institute Name,City,State
IR-E-C-6528,Dr. B. R. Ambedkar Institute of Technology,South Andaman,Andaman and Nicobar Islands
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka
IR-E-C-8277,"Government Engineering College, Thrissur",Thrissur,Kerala
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala
IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra
IR-E-I-1033,International Institute of Information Technology Bhubaneswar,Bhubaneswar,Odisha
IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh
IR-E-I-1093,Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh
IR-E-I-1356,Rabindranath Tagore University,Raisen,Madhya Pradesh
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu
IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra
IR-E-S-8898,"National Institute of Food Technology, Entrepreneurship & Management",Sonipat,Haryana
IR-E-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana
IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam
IR-E-U-0056,Tezpur University,Tezpur,Assam
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh
IR-E-U-0080,"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh
IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi
IR-E-U-0105,"Indraprastha Institute of Information Technology, Delhi",New Delhi,Delhi
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi
IR-E-U-0129,Dharmsinh Desai University,Nadiad,Gujarat
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat
IR-E-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat
IR-E-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana
IR-E-U-0163,The Northcap University,Gurugram,Haryana
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana
IR-E-U-0175,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),Faridabad,Haryana
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh
IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand
IR-E-U-0207,"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand
IR-E-U-0213,Alliance University,Bengaluru,Karnataka
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka
IR-E-U-0223,"Jain University, Bangalore",Bengluru,Karnataka
IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra
IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra
IR-E-U-0353,Centurion  University  of Technology and Management,Paralakhemundi,Odisha
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,Odisha
IR-E-U-0373,Chitkara University,Rajpura,Punjab
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab
IR-E-U-0376,Guru Nanak Dev University,Amritsar,Punjab
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab
IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab
IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan
IR-E-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan
IR-E-U-0405,The LNM Institute of Information Technology,Jaipur,Rajasthan
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan
IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu
IR-E-U-0439,Anna University,Chennai,Tamil Nadu
IR-E-U-0443,Annamalai University,Annamalainagar,Tamil Nadu
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",Chennai,Tamil Nadu
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu
IR-E-U-0461,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu
IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu
IR-E-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu
IR-E-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Chennai,Tamil Nadu
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh
IR-E-U-0541,Sharda University,Greater Noida,Uttar Pradesh
IR-E-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal
